variant,mean_keypair,std_keypair,mean_sign,std_sign,mean_verify,std_verify
SPHINCS+-SHA2-128f-simple,16.6074259519577,0.10243187970660156,385.98472559452057,0.6616144600621998,23.142387676239014,0.5387034632712435
SPHINCS+-SHA2-128s-simple,1062.9528242588044,0.8221340303922907,8089.282103228569,2.6593813623154547,8.032470989227296,0.3023366191946946
SPHINCS+-SHA2-192f-simple,24.87243971824646,0.1417931378751992,639.4800540685653,0.8576312856885049,34.073000359535214,0.5621855943814721
SPHINCS+-SHA2-192s-simple,1538.7216861009597,0.5026310487629471,13983.179288959504,1.7786658638469546,11.471248340606689,0.29977798017869994
SPHINCS+-SHA2-256f-simple,64.9878919839859,0.2786823914235667,1308.7419627904892,0.744888765739786,34.696649360656735,0.6351018777769162
SPHINCS+-SHA2-256s-simple,1020.4940623044968,0.6740681097691743,12259.306885552407,2.4500082381514843,16.72656717300415,0.41798485066804636
SPHINCS+-SHAKE-128f-simple,10.600088620185852,0.06725058029952938,245.69653701782227,0.43040455527364235,14.78063383102417,0.3396244133147702
SPHINCS+-SHAKE-128s-simple,662.9228981018066,0.773741042507466,5037.35768790245,0.9381182029800323,5.06537618637085,0.1962253576074756
SPHINCS+-SHAKE-192f-simple,15.112700533866882,0.07830274962663518,389.47004001140596,0.5119902347916196,20.939481353759767,0.3366053367714475
SPHINCS+-SHAKE-192s-simple,973.7754051685333,0.7906403072987671,8760.633213233948,1.174125706855267,7.342503452301026,0.19393457010530044
SPHINCS+-SHAKE-256f-simple,40.40664565563202,0.13544010585870556,808.6084604740142,0.5862293156078274,21.391075825691225,0.38267495398650264
SPHINCS+-SHAKE-256s-simple,654.9564288139343,0.6027759548070941,7818.990271091461,1.4476675941045334,10.922976231575012,0.2696569877330636
