variant,keypair,sign,verify,algorithm,level
SPHINCS+-SHA2-128s-simple,1061.8958473205566,8088.933229446411,8.110761642456055,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.4632110595703,8088.785409927368,8.479118347167969,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.41552734375,8088.682651519775,8.122444152832031,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.39430809021,8088.483572006226,8.699655532836914,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.307285308838,8089.063405990601,7.994651794433594,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.4467601776123,8088.193416595459,7.811784744262695,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3888244628906,8088.849306106567,7.995128631591797,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.790943145752,8090.062618255615,7.985353469848633,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.056541442871,8090.268135070801,8.75544548034668,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.3090267181396,8090.544939041138,7.887363433837891,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.401699066162,8089.4927978515625,8.153438568115234,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.1754398345947,8089.6923542022705,8.044719696044922,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.5428428649902,8089.051008224487,8.170604705810547,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.0569458007812,8090.685844421387,7.879018783569336,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.413381576538,8088.6805057525635,8.253335952758789,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3430480957031,8090.925693511963,7.978916168212891,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.821699142456,8089.204788208008,7.757902145385742,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.838150024414,8088.695049285889,8.224010467529297,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.1780624389648,8088.264942169189,8.384466171264648,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3363723754883,8088.948726654053,7.833719253540039,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.4346008300781,8089.382648468018,8.34345817565918,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.502550125122,8088.791370391846,7.940530776977539,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3597373962402,8088.61231803894,7.437705993652344,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.4088516235352,8089.428663253784,7.950067520141602,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.1130466461182,8089.8942947387695,8.154869079589844,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.6588592529297,8089.997291564941,7.726907730102539,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.2575283050537,8089.939832687378,7.874011993408203,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.6069774627686,8089.697360992432,7.841348648071289,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3246898651123,8089.743137359619,8.064746856689453,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.532829284668,8090.4741287231445,7.77745246887207,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.2293224334717,8088.895320892334,8.03375244140625,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.6982917785645,8090.778112411499,8.553028106689453,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.359022140503,8088.958263397217,8.011341094970703,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.8681907653809,8089.4715785980225,8.204221725463867,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.9056224822998,8089.024305343628,7.489204406738281,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.4549388885498,8090.0719165802,8.253335952758789,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.8458728790283,8089.198589324951,8.111715316772461,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3575916290283,8089.823007583618,7.977962493896484,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.6491775512695,8089.385032653809,8.160114288330078,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.9863014221191,8088.461875915527,8.443355560302734,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.2646083831787,8088.60969543457,7.831096649169922,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.9055500030518,8088.960886001587,7.793426513671875,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.7773532867432,8089.07413482666,7.803916931152344,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.7659091949463,8089.066743850708,7.935285568237305,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.2636547088623,8089.143753051758,8.443355560302734,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.2314682006836,8088.598251342773,8.275270462036133,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.6851787567139,8088.465929031372,8.043050765991211,sphincs-sha-s,1
